keyword,city,source_file,ranking,title,link,snippet,business_name,rating,review_count,official_website,top_3_reviews,profile_updates,attributes,product_listings,domain,domain_authority,page_authority,spam_score,backlinks_count,referring_domains,pages_to_domain,top_backlinks,trust_flow
employment discrimination lawyer,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,El Segundo Employment Attorney | Business Litigation Lawyer Los ...,https://www.baattorneys.com/,"Do you need an experienced employment law or civil litigation attorney? Call 424-352-0716 to contact Barrera & Associates in El Segundo, California.",,,,,,,,,baattorneys.com,24,30,2,2221,175,10481,,
employment discrimination lawyer,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,Calderone Law Firm: El Segundo Employment Lawyer | Manhattan ...,https://www.calemploymentattorney.com/,"We represent people throughout Los Angeles County in employment lawsuits arising out of discrimination, sexual harassment, wage and hour violations, wrongful ...",,,,,,,,,calemploymentattorney.com,18,27,1,2402,99,5904,,
employment benefits lawyers,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,"El Segundo Employment Law Firm | Matern Law Group, PC",https://www.maternlawgroup.com/el-segundo/,"Matern Law Group, PC is a trusted El Segundo employment law firm specializing in wrongful termination, workplace harassment, and employee rights.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,maternlawgroup.com,27,32,1,866,354,1113,,
employment benefits lawyers,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,El Segundo Employment Attorney | Business Litigation Lawyer Los ...,https://www.baattorneys.com/,"Do you need an experienced employment law or civil litigation attorney? Call 424-352-0716 to contact Barrera & Associates in El Segundo, California.",,,,,,,,,baattorneys.com,24,30,2,2221,175,10481,,
employment harassment lawyer,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,"El Segundo Employment Law Firm | Matern Law Group, PC",https://www.maternlawgroup.com/el-segundo/,"Matern Law Group, PC is a trusted El Segundo employment law firm specializing in wrongful termination, workplace harassment, and employee rights.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,maternlawgroup.com,27,32,1,866,354,1113,,
employment harassment lawyer,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,El Segundo Employment Attorney | Business Litigation Lawyer Los ...,https://www.baattorneys.com/,"Sexual harassment; Wage and hour claims; Severance agreement negotiations. We also provide experienced representation for clients in business litigation, class ...",,,,,,,,,baattorneys.com,24,30,2,2221,175,10481,,
employment harassment lawyer,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,Calderone Law Firm: El Segundo Employment Lawyer | Manhattan ...,https://www.calemploymentattorney.com/,"We represent people throughout Los Angeles County in employment lawsuits arising out of discrimination, sexual harassment, wage and hour violations, wrongful ...",,,,,,,,,calemploymentattorney.com,18,27,1,2402,99,5904,,
employment harassment attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,Calderone Law Firm: El Segundo Employment Lawyer | Manhattan ...,https://www.calemploymentattorney.com/,Consult a Skillful Employment Litigator  Call the Calderone Law Firm at (424) 348-8290 or contact us through our online form to set up an appointment with an employment attorney in the El Segundo area.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,calemploymentattorney.com,18,27,1,2402,99,5904,,
employment harassment attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,"El Segundo Employment Law Firm | Matern Law Group, PC",https://www.maternlawgroup.com/el-segundo/,"Matern Law Group, PC is a trusted El Segundo employment law firm specializing in wrongful termination, workplace harassment, and employee rights.",,,,,,,,,maternlawgroup.com,27,32,1,866,354,1113,,
employment harassment attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,El Segundo Employment Lawyer - Free Consultation - Nosrati Law,https://nosratilaw.com/el-segundo-employment-lawyer/,"We are passionate about representing employees who have faced retaliation, harassment, discrimination, or wrongful termination from their El Segundo place of ...",,,,,,,,,nosratilaw.com,31,39,1,3246,583,43000,,
employment law attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,El Segundo Employment Attorney | Business Litigation Lawyer Los ...,https://www.baattorneys.com/,"Do you need an experienced employment law or civil litigation attorney? Call 424-352-0716 to contact Barrera & Associates in El Segundo, California.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,baattorneys.com,24,30,2,2221,175,10481,,
employment law attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,"El Segundo Employment Law Firm | Matern Law Group, PC",https://www.maternlawgroup.com/el-segundo/,"Matern Law Group, PC is a trusted El Segundo employment law firm specializing in wrongful termination, workplace harassment, and employee rights.",,,,,,,,,maternlawgroup.com,27,32,1,866,354,1113,,
employment law attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,Vincent Calderone | El Segundo Employment Lawyers Calderone ...,https://www.calemploymentattorney.com/vincent-calderone.html,"Mr. Vincent Calderone, the founder of Calderone Law Firm, is an experienced trial attorney with over twenty years of protecting the rights of employees.",,,,,,,,,calemploymentattorney.com,18,27,1,2402,99,5904,,
employment law attorney near me,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,El Segundo Employment Attorney | Business Litigation Lawyer Los ...,https://www.baattorneys.com/,"Do you need an experienced employment law or civil litigation attorney? Call 424-352-0716 to contact Barrera & Associates in El Segundo, California.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,baattorneys.com,24,30,2,2221,175,10481,,
employment law attorney near me,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,El Segundo Employment & Labor Law Attorneys - Appleton Law Group,https://www.appletonlg.com/practice-areas/employment-labor-law-overview/,"Our attorneys have in-depth knowledge of employment law issues, including claims for wrongful termination, retaliation, discrimination and harassment.",,,,,,,,,appletonlg.com,13,26,4,149,67,462,,
employment law attorney near me,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,Calderone Law Firm: El Segundo Employment Lawyer | Manhattan ...,https://www.calemploymentattorney.com/,Free Consultation - Call (424) 348-8290 - Calderone Law Firm is dedicated to serving our clients with a range of legal services including Employment and ...,,,,,,,,,calemploymentattorney.com,18,27,1,2402,99,5904,,
employment lawyers el segundo,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,"El Segundo Employment Law Firm | Matern Law Group, PC",https://www.maternlawgroup.com/el-segundo/,"Matern Law Group, PC is a trusted El Segundo employment law firm specializing in wrongful termination, workplace harassment, and employee rights.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,maternlawgroup.com,27,32,1,866,354,1113,,
employment lawyers el segundo,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,El Segundo Employment Attorney | Business Litigation Lawyer Los ...,https://www.baattorneys.com/,"Do you need an experienced employment law or civil litigation attorney? Call 424-352-0716 to contact Barrera & Associates in El Segundo, California.",,,,,,,,,baattorneys.com,24,30,2,2221,175,10481,,
employment lawyers el segundo,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,Vincent Calderone | El Segundo Employment Lawyers Calderone ...,https://www.calemploymentattorney.com/vincent-calderone.html,"Mr. Vincent Calderone, the founder of Calderone Law Firm, is an experienced trial attorney with over twenty years of protecting the rights of employees.",,,,,,,,,calemploymentattorney.com,18,27,1,2402,99,5904,,
employment lawyers,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,El Segundo Employment Attorney | Business Litigation Lawyer Los ...,https://www.baattorneys.com/,"Do you need an experienced employment law or civil litigation attorney? Call 424-352-0716 to contact Barrera & Associates in El Segundo, California.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,baattorneys.com,24,30,2,2221,175,10481,,
employment lawyers,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,"El Segundo Employment Law Firm | Matern Law Group, PC",https://www.maternlawgroup.com/el-segundo/,"Matern Law Group, PC is a trusted El Segundo employment law firm specializing in wrongful termination, workplace harassment, and employee rights.",,,,,,,,,maternlawgroup.com,27,32,1,866,354,1113,,
employment lawyers,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,Vincent Calderone | El Segundo Employment Lawyers Calderone ...,https://www.calemploymentattorney.com/vincent-calderone.html,Free Consultation - Call (424) 348-8290 - Calderone Law Firm is dedicated to serving our clients with a range of legal services including Employment and ...,,,,,,,,,calemploymentattorney.com,18,27,1,2402,99,5904,,
employment law firm near me,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,"El Segundo Employment Law Firm | Matern Law Group, PC",https://www.maternlawgroup.com/el-segundo/,"Matern Law Group, PC is a trusted El Segundo employment law firm specializing in wrongful termination, workplace harassment, and employee rights.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,maternlawgroup.com,27,32,1,866,354,1113,,
employment law firm near me,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,Calderone Law Firm: El Segundo Employment Lawyer | Manhattan ...,https://www.calemploymentattorney.com/,Free Consultation - Call (424) 348-8290 - Calderone Law Firm is dedicated to serving our clients with a range of legal services including Employment and ...,,,,,,,,,calemploymentattorney.com,18,27,1,2402,99,5904,,
labor and employment attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,El Segundo Employment Attorney | Business Litigation Lawyer Los ...,https://www.baattorneys.com/,"Do you need an experienced employment law or civil litigation attorney? Call 424-352-0716 to contact Barrera & Associates in El Segundo, California.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,baattorneys.com,24,30,2,2221,175,10481,,
labor and employment attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,"El Segundo Employment Law Firm | Matern Law Group, PC",https://www.maternlawgroup.com/el-segundo/,"Matern Law Group, PC is a trusted El Segundo employment law firm specializing in wrongful termination, workplace harassment, and employee rights.",,,,,,,,,maternlawgroup.com,27,32,1,866,354,1113,,
labor and employment attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,El Segundo Labor & Employment Attorneys | Appleton Law Group ...,https://www.appletonlg.com/,"Over 20 years of legal practice focused exclusively on employment law, employment litigation and business litigation.",,,,,,,,,appletonlg.com,13,26,4,149,67,462,,
labor discrimination attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,"El Segundo Employment Law Firm | Matern Law Group, PC",https://www.maternlawgroup.com/el-segundo/,"Our El Segundo Practice Areas. Workplace Harassment · Workplace Discrimination · Wrongful Termination & Retaliation · Overtime, Wage Theft, & Unlawful Pay ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,maternlawgroup.com,27,32,1,866,354,1113,,
labor discrimination attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,El Segundo Employment Attorney | Business Litigation Lawyer Los ...,https://www.baattorneys.com/,Workplace discrimination; Wrongful termination; Sexual harassment; Wage and ... To schedule a consultation with an El Segundo employment law and civil litigation ...,,,,,,,,,baattorneys.com,24,30,2,2221,175,10481,,
labor discrimination attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,El Segundo Labor & Employment Attorneys | Appleton Law Group ...,https://www.appletonlg.com/,"At Appleton Law Group, our attorneys have provided representation in all types of contract claims. Consult our wrongful termination and discrimination attorneys ...",,,,,,,,,appletonlg.com,13,26,4,149,67,462,,
labor attorney near me,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,El Segundo Employment & Labor Law Attorneys - Appleton Law Group,https://www.appletonlg.com/practice-areas/employment-labor-law-overview/,"Our attorneys have in-depth knowledge of employment law issues, including claims for wrongful termination, retaliation, discrimination and harassment.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,appletonlg.com,13,26,4,149,67,462,,
labor attorney near me,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,Calderone Law Firm: El Segundo Employment Lawyer | Manhattan ...,https://www.calemploymentattorney.com/,Free Consultation - Call (424) 348-8290 - Calderone Law Firm is dedicated to serving our clients with a range of legal services including Employment and ...,,,,,,,,,calemploymentattorney.com,18,27,1,2402,99,5904,,
labor law attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,El Segundo Employment Attorney | Business Litigation Lawyer Los ...,https://www.baattorneys.com/,"Do you need an experienced employment law or civil litigation attorney? Call 424-352-0716 to contact Barrera & Associates in El Segundo, California.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,baattorneys.com,24,30,2,2221,175,10481,,
labor law attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,"El Segundo Employment Law Firm | Matern Law Group, PC",https://www.maternlawgroup.com/el-segundo/,"Matern Law Group, PC is a trusted El Segundo employment law firm specializing in wrongful termination, workplace harassment, and employee rights.",,,,,,,,,maternlawgroup.com,27,32,1,866,354,1113,,
labor law attorney,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,El Segundo Labor & Employment Attorneys | Appleton Law Group ...,https://www.appletonlg.com/,"Over 20 years of legal practice focused exclusively on employment law, employment litigation and business litigation.",,,,,,,,,appletonlg.com,13,26,4,149,67,462,,
labor law attorney el segundo,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,El Segundo Employment Attorney | Business Litigation Lawyer Los ...,https://www.baattorneys.com/,"Do you need an experienced employment law or civil litigation attorney? Call 424-352-0716 to contact Barrera & Associates in El Segundo, California.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,baattorneys.com,24,30,2,2221,175,10481,,
labor law attorney el segundo,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,"El Segundo Employment Law Firm | Matern Law Group, PC",https://www.maternlawgroup.com/el-segundo/,"Matern Law Group, PC is a trusted El Segundo employment law firm specializing in wrongful termination, workplace harassment, and employee rights.",,,,,,,,,maternlawgroup.com,27,32,1,866,354,1113,,
labor lawyer,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,El Segundo Employment Attorney | Business Litigation Lawyer Los ...,https://www.baattorneys.com/,"Do you need an experienced employment law or civil litigation attorney? Call 424-352-0716 to contact Barrera & Associates in El Segundo, California.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,baattorneys.com,24,30,2,2221,175,10481,,
labor lawyer,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,"El Segundo Employment Law Firm | Matern Law Group, PC",https://www.maternlawgroup.com/el-segundo/,"Matern Law Group, PC is a trusted El Segundo employment law firm specializing in wrongful termination, workplace harassment, and employee rights.",,,,,,,,,maternlawgroup.com,27,32,1,866,354,1113,,
labor lawyer,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,El Segundo Labor & Employment Attorneys | Appleton Law Group ...,https://www.appletonlg.com/,"Over 20 years of legal practice focused exclusively on employment law, employment litigation and business litigation.",,,,,,,,,appletonlg.com,13,26,4,149,67,462,,
labor lawyers near me,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,Calderone Law Firm: El Segundo Employment Lawyer | Manhattan ...,https://www.calemploymentattorney.com/,Consult a Skillful Employment Litigator  Call the Calderone Law Firm at (424) 348-8290 or contact us through our online form to set up an appointment with an employment attorney in the El Segundo area.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,calemploymentattorney.com,18,27,1,2402,99,5904,,
labor lawyers near me,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,El Segundo Employment & Labor Law Attorneys - Appleton Law Group,https://www.appletonlg.com/practice-areas/employment-labor-law-overview/,"Our attorneys have in-depth knowledge of employment law issues, including claims for wrongful termination, retaliation, discrimination and harassment.",,,,,,,,,appletonlg.com,13,26,4,149,67,462,,
labor law attorney near me,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,El Segundo Employment & Labor Law Attorneys - Appleton Law Group,https://www.appletonlg.com/practice-areas/employment-labor-law-overview/,"Our attorneys have in-depth knowledge of employment law issues, including claims for wrongful termination, retaliation, discrimination and harassment.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,appletonlg.com,13,26,4,149,67,462,,
labor law attorney near me,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,Calderone Law Firm: El Segundo Employment Lawyer | Manhattan ...,https://www.calemploymentattorney.com/,Free Consultation - Call (424) 348-8290 - Calderone Law Firm is dedicated to serving our clients with a range of legal services including Employment and ...,,,,,,,,,calemploymentattorney.com,18,27,1,2402,99,5904,,
lawyer for workers comp,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,El Segundo Work Injury Attorneys - Greenberg and Ruby,https://www.greenbergrubylaw.com/el-segundo-work-injury-attorneys,"El Segundo work injury attorneys are your legal guides, turning complex workers' comp lingo into clear advice and fighting to secure every dime you're owed.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,greenbergrubylaw.com,29,32,1,1522,427,27292,,
lawyer for workers comp,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,El Segundo Workers Comp Attorneys | Free Consult,https://www.scworkerscomp.com/locations/el-segundo-workers-comp-attorneys,Our experinced El Segundo workers comp attorneys fight for workers who have received a work-related injury or illness to get the workers comp they deserve.,,,,,,,,,scworkerscomp.com,9,21,1,50,30,3168,,
unfair termination lawyer,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,Wrongful Termination Attorney Los Angeles | LA Lawyer,https://ragerlawoffices.com/,Wrongful termination lawyer Los Angeles from Rager & Yoon offers legal advice to employees who are dismissed unfairly. Call 213-255-4165 for free ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,ragerlawoffices.com,31,42,1,5726,819,62939,,
unfair termination lawyer,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,"El Segundo Employment Law Firm | Matern Law Group, PC",https://www.maternlawgroup.com/el-segundo/,"Matern Law Group, PC is a trusted El Segundo employment law firm specializing in wrongful termination, workplace harassment, and employee rights.",,,,,,,,,maternlawgroup.com,27,32,1,866,354,1113,,
unfair termination lawyer,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,Wrongful Termination Defense for Employers - Calderone Law Firm,https://www.calemploymentattorney.com/wrongful-termination-defense-for-employers.html,The El Segundo wrongful termination defense attorneys at Calderone Law Firm will fight on your behalf to protect your company's operations and reputation.,,,,,,,,,calemploymentattorney.com,18,27,1,2402,99,5904,,
workplace attorney near me,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,1,Calderone Law Firm: El Segundo Employment Lawyer | Manhattan ...,https://www.calemploymentattorney.com/,Consult a Skillful Employment Litigator  Call the Calderone Law Firm at (424) 348-8290 or contact us through our online form to set up an appointment with an employment attorney in the El Segundo area.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,calemploymentattorney.com,18,27,1,2402,99,5904,,
workplace attorney near me,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,2,"El Segundo Employment Law Firm | Matern Law Group, PC",https://www.maternlawgroup.com/el-segundo/,"Matern Law Group, PC is a trusted El Segundo employment law firm specializing in wrongful termination, workplace harassment, and employee rights.",,,,,,,,,maternlawgroup.com,27,32,1,866,354,1113,,
workplace attorney near me,El Segundo,LaborAndEmployement-HighVolume -- El Segundo.xlsx,3,El Segundo Labor & Employment Attorneys | Appleton Law Group ...,https://www.appletonlg.com/,"Over 20 years of legal practice focused exclusively on employment law, employment litigation and business litigation.",,,,,,,,,appletonlg.com,13,26,4,149,67,462,,
